frame.time_delta,frame.time_epoch,ip.dst,ip.proto,ip.src,ip.ttl,ip.version,udp.dstport,udp.srcport,udp.length,udp.payload,udp.time_relative,udp.time_delta,ssdp,http.host,http.request.full_uri,http.request.line,http.request.method,http.request.version,Label
2.00E-06,1607886072,0,17,4,255,4,1900,13438,102,3,105.95925,5.339046,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,9134,102,3,104.570854,0.314716,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,24625,102,3,106.354084,0.625389,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,14751,102,3,103.906846,1.752812,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,40579,102,3,102.824989,0.417055,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,40473,102,3,105.778403,1.123945,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,29733,102,3,105.945465,0.660608,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,23628,102,3,103.498013,0.512754,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,115,102,3,105.388689,1.065257,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9138,102,3,102.222525,0.375312,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,20244,102,3,106.500791,6.91681,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33517,102,3,106.296092,0.507108,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,21446,102,3,105.068385,3.143971,1,1,1,1,1,1,1
1.30E-05,1607886072,0,17,4,255,4,1900,2882,102,3,104.56666,4.696384,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,11922,102,3,106.36071,2.591104,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,24907,102,3,104.412178,0.40074,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,29620,102,3,104.324604,6.786087,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,3950,102,3,106.452946,0.871536,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,18871,102,3,101.803767,2.190501,1,1,1,1,1,1,1
4.00E-06,1607886072,0,17,4,255,4,1900,1696,102,3,101.451747,1.842835,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1928,102,3,106.444658,4.3376,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40315,102,3,101.021412,1.17795,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,38914,102,3,104.764122,2.056583,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19006,102,3,103.395248,9.451348,1,1,1,1,1,1,1
6.00E-06,1607886072,0,17,4,255,4,1900,62267,102,3,106.606155,1.048859,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,28880,102,3,102.252855,0.038949,1,1,1,1,1,1,1
0.000572,1607886072,0,17,4,255,4,1900,33561,102,3,105.125482,2.532419,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,55227,102,3,106.079399,0.565414,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,60556,102,3,106.313262,0.262456,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32088,102,3,106.34608,0.499295,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,7990,102,3,104.69566,3.580525,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,42484,102,3,102.215339,1.581173,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,10427,102,3,106.57139,5.338802,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19097,102,3,105.292424,1.382232,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,2029,102,3,103.433591,1.030477,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62188,102,3,105.807902,1.697336,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,61484,102,3,105.473615,0.5837,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,17472,102,3,106.618161,7.700528,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,60884,102,3,104.980379,4.877515,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,26997,102,3,103.293785,2.347039,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8867,102,3,105.068578,3.515143,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,13319,102,3,101.628298,17.36497,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,21350,102,3,106.454849,0.619042,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,38544,102,3,103.065942,2.290644,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,36906,102,3,103.742398,1.399135,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,61891,102,3,104.632392,1.065905,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,53025,102,3,104.74236,0.17866,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,11522,102,3,105.428513,4.33966,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,2539,102,3,105.316843,0.311579,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,27969,102,3,100.90473,1.690235,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,11071,102,3,104.802384,8.829019,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,57846,102,3,103.537291,0.23873,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,52202,102,3,102.259187,0.437703,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,43844,102,3,106.586914,1.946285,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,56871,102,3,106.40549,0.958875,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,21973,102,3,106.051378,0.867413,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,50339,102,3,104.929668,0.346519,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,17033,102,3,106.110142,0.973629,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9801,102,3,105.482174,3.918477,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,7497,102,3,104.269309,10.434476,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,58634,102,3,103.867342,10.958048,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,36247,102,3,104.875411,5.821444,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,5026,102,3,105.355867,12.146956,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,52660,102,3,106.652498,0.458069,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40111,102,3,99.275849,0.436306,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,47687,102,3,103.380729,3.08994,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32221,102,3,103.820075,5.720367,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,23350,102,3,105.48389,1.491191,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,18142,102,3,104.545026,0.916736,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,64351,102,3,104.058541,4.670853,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32036,102,3,104.469138,1.329961,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,18150,102,3,106.596419,0.906363,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,25688,102,3,104.161809,3.299501,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,19143,102,3,106.162891,6.521407,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,46016,102,3,105.005709,3.236454,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32641,102,3,105.674423,0.150096,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32052,102,3,105.812881,2.217398,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,5101,102,3,102.876545,0.933237,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,3306,102,3,103.372014,0.497349,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,10264,102,3,104.638091,0.971577,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,18413,102,3,105.659793,0.535476,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1331,102,3,106.168384,0.666563,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,42235,102,3,105.656429,3.298418,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33696,102,3,106.318862,2.716097,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,46785,102,3,106.308309,4.390552,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,53934,102,3,101.884518,2.053548,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,60626,102,3,104.821422,0.773246,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,17044,102,3,103.619156,0.192884,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,48686,102,3,98.544892,3.070554,1,1,1,1,1,1,1
0.000406,1607886072,0,17,4,255,4,1900,58537,102,3,102.492437,0.114417,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,3071,102,3,106.354282,2.262062,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,1575,102,3,104.985842,3.07143,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,20637,102,3,104.32889,2.637421,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30636,102,3,99.245155,5.126411,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,48206,102,3,103.485393,0.620039,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,58537,102,3,102.49245,1.30E-05,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,18925,102,3,105.010869,5.32916,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,11558,102,3,100.325243,2.779579,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,31601,102,3,101.761427,1.16036,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,18984,102,3,105.360101,4.403413,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,15963,102,3,104.476582,2.316219,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,29285,102,3,105.156487,0.057479,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,63925,102,3,106.148873,1.159178,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,43356,102,3,101.233726,0.027917,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,46947,102,3,105.767941,1.368889,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,18010,102,3,105.668125,0.733167,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9624,102,3,104.326831,1.680337,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,31898,102,3,106.037328,0.657188,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,48129,102,3,104.137073,1.404089,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,4640,102,3,106.273021,0.449882,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,47573,102,3,106.27502,1.910967,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,36099,102,3,106.002303,0.524149,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,47663,102,3,101.610239,0.112809,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9897,102,3,105.056944,4.011734,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,18010,102,3,105.668145,2.00E-05,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62578,102,3,102.243384,2.986262,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,49455,102,3,101.267002,0.910646,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62402,102,3,105.317941,0.688458,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,64675,102,3,102.894598,0.903193,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,43174,102,3,96.21677,0.652661,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,5579,102,3,104.864038,1.354724,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9687,102,3,103.661643,0.526119,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,45761,102,3,103.775966,4.645934,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,33846,102,3,97.51673,15.827961,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,34870,102,3,101.827412,1.664789,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,20312,102,3,102.938673,0.842075,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,61335,102,3,106.012291,1.078356,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,50171,102,3,103.977799,0.249701,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,57799,102,3,101.751236,9.496854,1,1,1,1,1,1,1
0.000303,1607886072,0,17,4,255,4,1900,7045,102,3,106.413901,5.702831,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,57530,102,3,97.923135,1.658904,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33497,102,3,103.442544,7.170383,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,29066,102,3,101.17443,1.711373,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,63700,102,3,104.006221,2.300392,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,32632,102,3,104.720566,2.708209,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,42769,102,3,103.593022,0.996584,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62163,102,3,106.147687,3.951736,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,38935,102,3,99.058732,0.551726,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,30210,102,3,105.598278,3.440583,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,28369,102,3,105.097045,0.169234,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,30762,102,3,106.636683,1.911564,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,38679,102,3,104.844358,0.568449,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,31057,102,3,99.030421,0.498961,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,42608,102,3,102.591985,3.534114,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,401,102,3,97.261238,2.004715,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,40818,102,3,104.921923,2.532384,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,24095,102,3,105.174059,9.310175,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,22277,102,3,106.612063,0.822385,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,42727,102,3,104.76274,3.035374,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,43236,102,3,95.058261,2.772213,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,31718,102,3,103.765571,0.357941,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8945,102,3,82.689005,0.467849,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33250,102,3,104.679461,2.338589,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9568,102,3,105.950486,5.297589,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,445,102,3,104.205985,0.524617,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,52087,102,3,105.981821,1.927975,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,46365,102,3,106.329945,4.352015,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,1753,102,3,104.568249,2.091869,1,1,1,1,1,1,1
0.000364,1607886072,0,17,4,255,4,1900,51910,102,3,103.425372,2.856212,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,37289,102,3,101.284015,2.714745,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,22428,102,3,106.092186,0.400835,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62217,102,3,104.774282,0.368173,1,1,1,1,1,1,1
7.00E-06,1607886072,0,17,4,255,4,1900,51388,102,3,101.512482,5.150679,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,44876,102,3,106.502138,4.535479,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,65327,102,3,101.347564,2.655318,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48000,102,3,103.371698,4.792487,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33873,102,3,104.438366,7.52638,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,48126,102,3,100.619752,0.215875,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9762,102,3,106.544711,0.177233,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,789,102,3,106.274176,0.970175,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,53143,102,3,106.462965,4.260972,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37489,102,3,103.513834,0.795646,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33502,102,3,103.026983,0.670495,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,30866,102,3,104.605376,0.96234,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8945,102,3,82.689615,0.00061,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33250,102,3,104.680071,0.00061,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,9568,102,3,105.951097,0.000611,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,445,102,3,104.206595,0.00061,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,52087,102,3,105.982431,0.00061,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,46365,102,3,106.330556,0.000611,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,1753,102,3,104.56886,0.000611,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,44335,102,3,105.860422,0.536007,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,34151,102,3,105.874747,2.27228,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,51478,102,3,106.447878,8.480738,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,17090,102,3,106.511429,1.643169,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37625,102,3,106.083003,1.04497,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,40219,102,3,106.548849,1.568966,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,55510,102,3,104.926732,8.300294,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,6978,102,3,100.055258,4.801696,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,60371,102,3,104.12079,0.758316,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8223,102,3,103.813272,0.572361,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,49878,102,3,105.160539,0.587623,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,43714,102,3,106.558969,4.40662,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,6241,102,3,102.838519,1.641557,1,1,1,1,1,1,1
0.000557,1607886072,0,17,4,255,4,1900,29453,102,3,105.181124,2.182876,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,803,102,3,105.181098,1.416885,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,57822,102,3,102.066409,3.565886,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,36256,102,3,106.614133,1.202125,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,57571,102,3,103.752199,2.053926,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,10598,102,3,106.397754,3.020966,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37989,102,3,106.405185,0.9761,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,34013,102,3,105.221641,0.610772,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,25745,102,3,82.399517,7.175035,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,41677,102,3,103.65754,0.904291,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,12992,102,3,102.974716,0.072517,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,50221,102,3,105.126775,2.413505,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9183,102,3,104.519496,1.66381,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,19053,102,3,106.053461,5.671107,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,13325,102,3,105.338125,2.841692,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,53993,102,3,106.509823,4.223237,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8945,102,3,82.692868,0.003253,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33250,102,3,104.683324,0.003253,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9568,102,3,105.954349,0.003252,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,445,102,3,104.209847,0.003252,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,52087,102,3,105.985683,0.003252,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,46365,102,3,106.333807,0.003251,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,1753,102,3,104.572112,0.003252,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,51910,102,3,103.42868,0.003308,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37289,102,3,101.287322,0.003307,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,22428,102,3,106.095493,0.003307,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,62217,102,3,104.777589,0.003307,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,51388,102,3,101.515784,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,44876,102,3,106.50544,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,65327,102,3,101.350866,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,48000,102,3,103.374999,0.003301,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33873,102,3,104.441667,0.003301,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,48126,102,3,100.623054,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,9762,102,3,106.548013,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,789,102,3,106.277478,0.003302,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,53143,102,3,106.466266,0.003301,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37489,102,3,103.517135,0.003301,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,33502,102,3,103.030284,0.003301,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,30866,102,3,104.608677,0.003301,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,44335,102,3,105.863707,0.003285,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,34151,102,3,105.878032,0.003285,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,51478,102,3,106.451162,0.003284,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,17090,102,3,106.514713,0.003284,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,37625,102,3,106.086287,0.003284,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,40219,102,3,106.552132,0.003283,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,55510,102,3,104.930015,0.003283,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,6978,102,3,100.058541,0.003283,1,1,1,1,1,1,1
3.00E-06,1607886072,0,17,4,255,4,1900,60371,102,3,104.124073,0.003283,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,8223,102,3,103.816555,0.003283,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,49878,102,3,105.163821,0.003282,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,43714,102,3,106.562251,0.003282,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,6241,102,3,102.841801,0.003282,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,21947,102,3,106.387404,1.853316,1,1,1,1,1,1,1
2.00E-06,1607886072,0,17,4,255,4,1900,3103,102,3,100.306744,2.332322,1,1,1,1,1,1,1
